NCAC	110.9681662282818
HNCA	114.52974227909132
CACO	120.4839780946715
NCAHA	107.92523946598054
CCAHA	108.36945100362654
NCACB	110.56754192617002
CCACB	110.12949056504817
HACACB	108.82526802065303
CACBHB2	108.94023792930821
CACBHB3	108.94228475271203
HB2CBCG	108.94036045802783
HB3CBCG	108.94173812823672
HB2CBHB3	107.00414646974961
CBCGHG2	109.48371693221132
CBCGHG3	109.48511236717037
HG2CGCD	109.48380369972462
HG3CGCD	109.48519735643528
HG2CGHG3	107.00423479345163
CACBCG	113.84482856574952
CBCGCD	111.77592997428643
CGCDNE	111.69828219054465
CGCDHD2	109.50685544761868
CGCDHD3	109.50861688455554
HD2CDNE	109.50657706216523
HD3CDNE	109.50841208355952
HD2CDHD3	107.00428624294186
CDNEHE	117.6228551240918
CDNECZ	124.75645896295167
HENECZ	117.6224797584289
NECZNH1	120.62858629734404
NECZNH2	119.70389564212898
CZNH1HH11	119.99942813092098
CZNH1HH12	119.99935358690024
CZNH2HH21	119.99951918645517
CZNH2HH22	119.99948225679259
HH11NH1HH12	120.00109079622803
HH21NH2HH22	120.00088894558102
NH1CZNH2	119.64877129893138
