NCAC	109.71697627999174
HNCA	114.44358232456017
CACO	120.5189419758666
NCAHA	108.41745885691091
CCAHA	109.18756839185967
NCACB	111.34110452808518
CCACB	110.58020921056732
HACACB	107.53906447656433
CACBHB	108.48994412664466
CACBCG1	110.47267345173617
CACBCG2	110.70417843144718
HBCBCG1	108.14698641149732
HBCBCG2	107.91450516254028
CBCG2HG21	109.50120910209952
CBCG2HG22	109.49968466937192
CBCG2HG23	109.49993421439555
HG21CG2HG22	109.44595392034995
HG21CG2HG23	109.44106228929044
CBCG1HG12	108.90920117384955
CBCG1HG13	108.91064169373624
CBCG1CD1	113.97065148043826
HG13CG1CD1	108.90946668601813
HG12CG1CD1	108.90800234710225
HG12CG1HG13	107.00419150005916
CG1CD1HD11	109.49974368169487
CG1CD1HD12	109.49974032974397
CG1CD1HD13	109.49962712282972
HD11CD1HD12	109.44598016935645
HD11CD1HD13	109.44112026877981
HD12CD1HD13	109.44105909127042
CG1CBCG2	111.01294890944483
HG22CG2HG23	109.44109395360678
