NCAC	2.1735411079357054
HNCA	0.7167185165760708
CACO	0.9536857891333976
NCAHA	1.8005472540189107
CCAHA	1.8859938896114088
NCACB	1.2370027290523091
CCACB	1.5702823008169455
HACACB	1.65226055299346
CACBHB2	0.503804073558262
CACBHB3	0.5101379574617038
HB2CBCG	0.5043032691886097
HB3CBCG	0.5122956806613279
HB2CBHB3	0.02409989273532556
CBCGHG2	0.46417608086273077
CBCGHG3	0.4634709438426941
HG2CGCD	0.46335314289593044
HG3CGCD	0.46338295046664424
HG2CGHG3	0.024095835177436953
CGCDOE1	1.4981121686720804
CGCDOE2	1.4479101967040324
OE1CDOE2	1.232347001699239
CACBCG	1.9069893791029184
CBCGCD	1.767630858200227
