NCAC	2.632371873098408
HNCA	0.7970030413018839
CACO	1.0347507080552785
NCAHA	2.2045421634068
CCAHA	2.137985987187298
NCACB	1.351501249391608
CCACB	1.7630838815958738
HACACB	1.9297001543085837
CACBCG	1.0985128133850663
CACBHB2	0.2890095114885094
CACBHB3	0.2892330231617921
HB2CBCG	0.2892436393112115
HB3CBCG	0.2891102195102495
HB2CBHB3	0.024113286375150863
CBCGOD1	1.0141161510519228
CBCGND2	0.9640585739567346
OD1CGND2	0.7415415282309034
CGND2HD21	0.10099686574509613
CGND2HD22	0.11139709807291527
HD22ND2HD21	0.027361721929534445
